company,year,month,monthly_pct_change
SBUX,2016,1,-16.78
SBUX,2016,2,3.62
SBUX,2016,3,12.83
SBUX,2016,4,-3.40
SBUX,2016,5,-6.53
SBUX,2016,6,4.06
SBUX,2016,7,-5.84
SBUX,2016,8,12.45
SBUX,2016,9,-11.26
SBUX,2016,10,-2.07
SBUX,2016,11,3.47
SBUX,2016,12,4.48
SBUX,2017,1,-5.23
SBUX,2017,2,-6.89
SBUX,2017,3,20.94
SBUX,2017,4,-13.10
SBUX,2017,5,19.73
SBUX,2017,6,-0.20
SBUX,2017,7,-13.86
SBUX,2017,8,7.70
SBUX,2017,9,-12.42
SBUX,2017,10,10.65
SBUX,2017,11,-1.15
SBUX,2017,12,-2.17
SBUX,2018,1,7.21
SBUX,2018,2,-15.29
SBUX,2018,3,14.81
SBUX,2018,4,1.27
SBUX,2018,5,2.28
SBUX,2018,6,-9.44
SBUX,2018,7,-6.63
SBUX,2018,8,13.65
SBUX,2018,9,-12.85
SBUX,2018,10,25.00
SBUX,2018,11,5.91
SBUX,2018,12,-12.12
SBUX,2019,1,10.99
SBUX,2019,2,-2.40
SBUX,2019,3,12.82
SBUX,2019,4,6.00
SBUX,2019,5,6.90
SBUX,2019,6,-2.92
SBUX,2019,7,20.64
SBUX,2019,8,5.98
SBUX,2019,9,-13.14
SBUX,2019,10,6.79
SBUX,2019,11,-14.74
SBUX,2019,12,9.77
SBUX,2020,1,3.14
SBUX,2020,2,-13.36
SBUX,2020,3,-9.05
SBUX,2020,4,2.61
SBUX,2020,5,-0.75
SBUX,2020,6,11.55
SBUX,2020,7,-2.46
SBUX,2020,8,0.48
SBUX,2020,9,8.48
SBUX,2020,10,8.52
SBUX,2020,11,-2.70
SBUX,2020,12,19.10
SBUX,2021,1,-13.69
SBUX,2021,2,1.39
SBUX,2021,3,25.03
SBUX,2021,4,-2.60
SBUX,2021,5,-6.59
SBUX,2021,6,9.32
SBUX,2021,7,1.96
SBUX,2021,8,2.28
SBUX,2021,9,-5.78
SBUX,2021,10,-2.46
SBUX,2021,11,0.02
SBUX,2021,12,5.91
SBUX,2022,1,-18.16
SBUX,2022,2,-12.38
SBUX,2022,3,12.45
SBUX,2022,4,-20.08
SBUX,2022,5,-3.27
SBUX,2022,6,2.38
SBUX,2022,7,1.29
SBUX,2022,8,22.74
SBUX,2022,9,-7.18
SBUX,2022,10,-0.48
SBUX,2022,11,9.18
SBUX,2022,12,5.79
SBUX,2023,1,0.36
SBUX,2023,2,-5.12
SBUX,2023,3,15.00
SBUX,2023,4,-11.72
SBUX,2023,5,12.63
SBUX,2023,6,-9.36
SBUX,2023,7,-52.37
TSLA,2013,7,NULL
TSLA,2013,8,162.74
TSLA,2013,9,5.14
TSLA,2013,10,15.47
TSLA,2013,11,-31.67
TSLA,2013,12,10.76
TSLA,2014,1,13.29
TSLA,2014,2,13.63
TSLA,2014,3,25.07
TSLA,2014,4,-10.66
TSLA,2014,5,-4.13
TSLA,2014,6,10.01
TSLA,2014,7,6.47
TSLA,2014,8,9.29
TSLA,2014,9,3.64
TSLA,2014,10,-1.04
TSLA,2014,11,-14.90
TSLA,2014,12,2.68
TSLA,2015,1,-15.50
TSLA,2015,2,-1.54
TSLA,2015,3,7.03
TSLA,2015,4,3.74
TSLA,2015,5,9.01
TSLA,2015,6,16.71
TSLA,2015,7,3.74
TSLA,2015,8,-12.44
TSLA,2015,9,3.41
TSLA,2015,10,-8.04
TSLA,2015,11,-9.53
TSLA,2015,12,14.61
TSLA,2016,1,-23.23
TSLA,2016,2,-12.69
TSLA,2016,3,40.12
TSLA,2016,4,10.82
TSLA,2016,5,-13.67
TSLA,2016,6,3.89
TSLA,2016,7,-5.47
TSLA,2016,8,15.18
TSLA,2016,9,-17.46
TSLA,2016,10,-0.28
TSLA,2016,11,-6.21
TSLA,2016,12,6.04
TSLA,2017,1,13.64
TSLA,2017,2,4.69
TSLA,2017,3,18.50
TSLA,2017,4,-2.47
TSLA,2017,5,20.25
TSLA,2017,6,15.57
TSLA,2017,7,-18.29
TSLA,2017,8,22.73
TSLA,2017,9,-11.31
TSLA,2017,10,5.95
TSLA,2017,11,-14.10
TSLA,2017,12,-0.88
TSLA,2018,1,10.11
TSLA,2018,2,-10.27
TSLA,2018,3,4.00
TSLA,2018,4,-8.29
TSLA,2018,5,4.79
TSLA,2018,6,10.52
TSLA,2018,7,-7.04
TSLA,2018,8,16.28
TSLA,2018,9,-27.63
TSLA,2018,10,18.90
TSLA,2018,11,10.37
TSLA,2018,12,-9.62
TSLA,2019,1,2.29
TSLA,2019,2,-12.57
TSLA,2019,3,-0.25
TSLA,2019,4,-4.00
TSLA,2019,5,-13.68
TSLA,2019,6,-11.57
TSLA,2019,7,24.75
TSLA,2019,8,-7.13
TSLA,2019,9,-4.18
TSLA,2019,10,29.11
TSLA,2019,11,10.45
TSLA,2019,12,17.22
TSLA,2020,1,39.97
TSLA,2020,2,36.48
TSLA,2020,3,-18.82
TSLA,2020,4,13.30
TSLA,2020,5,14.73
TSLA,2020,6,32.58
TSLA,2020,7,51.54
TSLA,2020,8,17.69
TSLA,2020,9,14.84
TSLA,2020,10,8.24
TSLA,2020,11,-0.92
TSLA,2020,12,50.92
TSLA,2021,1,12.04
TSLA,2021,2,-4.16
TSLA,2021,3,0.10
TSLA,2021,4,-1.35
TSLA,2021,5,-17.23
TSLA,2021,6,11.81
TSLA,2021,7,0.36
TSLA,2021,8,12.09
TSLA,2021,9,2.05
TSLA,2021,10,16.50
TSLA,2021,11,27.59
TSLA,2021,12,-4.75
TSLA,2022,1,-9.87
TSLA,2022,2,-17.35
TSLA,2022,3,25.94
TSLA,2022,4,-5.15
TSLA,2022,5,-19.39
TSLA,2022,6,-8.31
TSLA,2022,7,2.31
TSLA,2022,8,34.89
TSLA,2022,9,-10.60
TSLA,2022,10,-22.49
TSLA,2022,11,-14.55
TSLA,2022,12,-20.01
TSLA,2023,1,-16.45
TSLA,2023,2,41.42
TSLA,2023,3,14.23
TSLA,2023,4,-22.46
TSLA,2023,5,15.03
TSLA,2023,6,33.62
TSLA,2023,7,-46.32
